,TVT
370,1.179999999998472
371,1.180000000000291
372,1.18000000000211
373,1.179999999998472
374,1.1900000000005093
375,1.180000000000291
376,1.179999999998472
377,1.180000000000291
378,1.1900000000005093
379,1.180000000000291
380,1.1900000000005093
381,1.179999999998472
382,1.1900000000005093
383,1.1900000000005093
384,1.1900000000005093
385,1.1899999999986903
386,1.1900000000005093
387,1.180000000000291
388,1.1900000000005093
389,1.1899999999986903
390,1.2000000000007276
391,1.1900000000005093
392,1.2000000000007276
393,1.1899999999986903
394,1.1999999999989086
395,1.1900000000005093
396,1.2000000000007276
397,1.1900000000005093
398,1.2000000000007276
399,1.1899999999986903
400,1.2099999999991269
401,1.2000000000007276
402,1.2000000000007276
403,1.2000000000007276
404,1.2099999999991269
405,1.1999999999989086
406,1.2000000000007276
407,1.1999999999989086
408,1.2000000000007276
409,1.2099999999991269
410,1.2100000000009459
411,1.2099999999991269
412,1.2100000000009459
413,1.2000000000007276
414,1.2099999999991269
415,1.2099999999991269
416,1.2100000000009459
417,1.2099999999991269
418,1.2100000000009459
419,1.2099999999991269
420,1.2200000000011642
421,1.2099999999991269
422,1.2200000000011642
423,1.2199999999993452
424,1.2099999999991269
425,1.2200000000011642
426,1.2099999999991269
427,1.2200000000011642
428,1.2199999999993452
429,1.2099999999991269
430,1.2300000000013824
431,1.2199999999993452
432,1.2199999999993452
433,1.2300000000013824
434,1.2199999999993452
435,1.2199999999993452
436,1.2200000000011642
437,1.2299999999995634
438,1.2199999999993452
439,1.2200000000011642
440,1.2299999999995634
441,1.2299999999995634
442,1.2299999999995634
443,1.2300000000013824
444,1.2299999999995634
445,1.2300000000013824
446,1.2299999999977445
447,1.2300000000013824
448,1.2299999999995634
449,1.2300000000013824
450,1.2399999999979627
451,1.2299999999995634
452,1.2400000000016007
453,1.2399999999997817
454,1.2299999999995634
455,1.2399999999997817
456,1.2299999999995634
457,1.2399999999997817
458,1.2400000000016007
459,1.2299999999995634
460,1.25
461,1.2399999999997817
462,1.2399999999997817
463,1.25
464,1.2400000000016007
465,1.2399999999979627
466,1.2399999999997817
467,1.25
468,1.2400000000016007
469,1.2399999999997817
470,1.25
471,1.25
472,1.25
473,1.25
474,1.25
475,1.25
476,1.25
477,1.2399999999997817
478,1.25
479,1.25
480,1.2600000000002183
481,1.25
482,1.2600000000002183
483,1.2599999999983993
484,1.25
485,1.2600000000002183
486,1.25
487,1.2600000000020373
488,1.2599999999983993
489,1.25
490,1.2700000000004366
491,1.2600000000002183
492,1.2600000000002183
493,1.2699999999986176
494,1.2600000000002183
495,1.2600000000002183
496,1.2700000000004366
497,1.2600000000002183
498,1.2699999999986176
499,1.2600000000002183
500,1.2700000000022555
501,1.2699999999986176
502,1.2800000000006548
503,1.2699999999986176
504,1.2700000000004366
505,1.2700000000004366
506,1.2700000000004366
507,1.2799999999988358
508,1.2700000000004366
509,1.2700000000004366
510,1.2799999999988358
511,1.2800000000006548
512,1.2800000000006548
513,1.2799999999988358
514,1.2800000000006548
515,1.2800000000006548
516,1.2799999999988358
517,1.2800000000006548
518,1.2799999999988358
519,1.2800000000024738
520,1.2899999999990541
521,1.2900000000008731
522,1.2799999999988358
523,1.2899999999990541
524,1.2900000000008731
525,1.2899999999990541
526,1.2800000000006548
527,1.2900000000008731
528,1.2899999999990541
529,1.2900000000008731
530,1.2899999999990541
531,1.2999999999992724
532,1.2900000000008731
533,1.2999999999992724
534,1.2900000000008731
535,1.2999999999992724
536,1.2900000000008731
537,1.2999999999992724
538,1.2900000000008731
539,1.3000000000010914
540,1.2999999999992724
541,1.2999999999992724
542,1.3099999999994907
543,1.3000000000010914
544,1.2999999999992724
545,1.2999999999992724
546,1.3100000000013097
547,1.3000000000010914
548,1.2999999999992724
549,1.2999999999992724
550,1.3099999999994907
551,1.3099999999994907
552,1.3100000000013097
553,1.3099999999994907
554,1.3099999999994907
555,1.3100000000013097
556,1.3099999999994907
557,1.3100000000013097
558,1.3099999999976717
559,1.3100000000013097
560,1.3099999999994907
561,1.320000000001528
562,1.31999999999789
563,1.3100000000013097
564,1.319999999999709
565,1.319999999999709
566,1.3099999999994907
567,1.319999999999709
568,1.320000000001528
569,1.3099999999994907
570,1.3299999999999272
571,1.319999999999709
572,1.320000000001528
573,1.3299999999981083
574,1.319999999999709
575,1.320000000001528
576,1.3299999999999272
577,1.319999999999709
578,1.319999999999709
579,1.3299999999999272
580,1.3299999999999272
581,1.3299999999999272
582,1.3299999999999272
583,1.3299999999999272
584,1.3300000000017462
585,1.3299999999999272
586,1.3299999999981083
587,1.3299999999999272
588,1.3299999999999272
589,1.3299999999999272
590,1.3299999999999272
591,1.3400000000001455
592,1.3400000000001455
593,1.3299999999999272
594,1.3400000000019645
595,1.3399999999983265
596,1.3300000000017462
597,1.3399999999983265
598,1.3400000000001455
599,1.3400000000001455
600,1.3400000000001455
601,1.3400000000001455
602,1.3500000000003638
603,1.3399999999983265
604,1.3400000000001455
605,1.3500000000021828
606,1.3399999999983265
607,1.3400000000001455
608,1.3500000000003638
609,1.3400000000001455
610,1.3500000000003638
611,1.3499999999985448
612,1.3500000000021828
613,1.3499999999985448
614,1.3500000000003638
615,1.3500000000003638
616,1.3499999999985448
617,1.3500000000021828
618,1.3499999999985448
619,1.3500000000003638
620,1.3500000000003638
621,1.359999999998763
622,1.3500000000003638
623,1.360000000000582
624,1.3499999999985448
625,1.360000000002401
626,1.359999999998763
627,1.3500000000003638
628,1.359999999998763
629,1.3500000000021828
630,1.359999999998763
631,1.3699999999989814
632,1.360000000000582
633,1.360000000000582
634,1.359999999998763
635,1.360000000000582
636,1.360000000000582
637,1.359999999998763
638,1.3700000000008004
639,1.360000000000582
640,1.359999999998763
641,1.3700000000008004
642,1.360000000000582
643,1.3700000000008004
644,1.3699999999989814
645,0.930000000000291
646,0.8399999999983265
647,0.8400000000001455
648,0.8400000000001455
649,0.8299999999999272
650,0.8400000000001455
651,0.8299999999999272
652,0.8299999999999272
653,0.8400000000001455
654,0.8299999999999272
655,0.8299999999999272
656,0.8400000000001455
657,0.8299999999999272
658,0.8299999999999272
659,0.8299999999999272
660,0.8299999999999272
661,0.820000000001528
662,0.8299999999999272
663,0.8299999999999272
664,0.819999999999709
665,0.8299999999999272
666,0.819999999999709
667,0.8299999999999272
668,0.819999999999709
669,0.8299999999999272
670,0.819999999999709
671,0.8100000000013097
672,0.819999999999709
673,0.819999999999709
674,0.8099999999994907
675,0.819999999999709
676,0.820000000001528
677,0.819999999999709
678,0.8099999999994907
679,0.819999999999709
680,0.8100000000013097
681,0.8099999999994907
682,0.7999999999992724
683,0.8099999999994907
684,0.8100000000013097
685,0.8099999999994907
686,0.7999999999992724
687,0.8100000000013097
688,0.8099999999994907
689,0.8099999999994907
690,0.7900000000008731
691,0.7999999999992724
692,0.8000000000010914
693,0.7999999999992724
694,0.7900000000008731
695,0.7999999999992724
696,0.7999999999992724
697,0.7900000000008731
698,0.7999999999992724
699,0.8000000000010914
700,0.7900000000008731
701,0.7799999999988358
702,0.7899999999990541
703,0.7900000000008731
704,0.7899999999990541
705,0.7800000000006548
706,0.7900000000008731
707,0.7899999999990541
708,0.7800000000006548
709,0.7899999999990541
710,0.7800000000006548
711,0.7799999999988358
712,0.7700000000004366
713,0.7800000000006548
714,0.7800000000006548
715,0.7699999999986176
716,0.7800000000006548
717,0.7800000000006548
718,0.7699999999986176
719,0.7800000000006548
720,0.7700000000004366
721,0.7600000000002183
722,0.7699999999986176
723,0.7600000000002183
724,0.7700000000004366
725,0.7700000000004366
726,0.7600000000002183
727,0.7699999999986176
728,0.7600000000002183
729,0.7700000000004366
730,0.7600000000002183
731,0.75
732,0.7600000000002183
733,0.75
734,0.7600000000002183
735,0.75
736,0.7600000000002183
737,0.75
738,0.7599999999983993
739,0.75
740,0.75
741,0.7400000000016007
742,0.75
743,0.7399999999997817
744,0.7399999999997817
745,0.75
746,0.7399999999997817
747,0.75
748,0.7399999999997817
749,0.7400000000016007
750,0.7399999999979627
751,0.7300000000013824
752,0.7299999999995634
753,0.7399999999997817
754,0.7300000000013824
755,0.7299999999977445
756,0.7300000000013824
757,0.7399999999997817
758,0.7299999999995634
759,0.7299999999995634
760,0.7200000000011642
761,0.7299999999995634
762,0.7200000000011642
763,0.7199999999993452
764,0.7199999999993452
765,0.7199999999993452
766,0.7200000000011642
767,0.7199999999993452
768,0.7299999999995634
769,0.7200000000011642
770,0.7099999999991269
771,0.7100000000009459
772,0.7099999999991269
773,0.7000000000007276
774,0.7099999999991269
775,0.7100000000009459
776,0.7099999999991269
777,0.7100000000009459
778,0.7099999999991269
779,0.7099999999991269
780,0.7000000000007276
781,0.7000000000007276
782,0.6899999999986903
783,0.7000000000007276
784,0.7000000000007276
785,0.6999999999989086
786,0.6900000000005093
787,0.7000000000007276
788,0.7000000000007276
789,0.6999999999989086
790,0.680000000000291
791,0.6899999999986903
792,0.68000000000211
793,0.6899999999986903
794,0.680000000000291
795,0.6899999999986903
796,0.680000000000291
797,0.6900000000005093
798,0.680000000000291
799,0.6900000000005093
800,0.6699999999982538
801,0.6700000000000728
802,0.6700000000000728
803,0.680000000000291
804,0.6700000000000728
805,0.6700000000018917
806,0.6700000000000728
807,0.679999999998472
808,0.6700000000000728
809,0.6700000000000728
810,0.6599999999998545
811,0.6599999999998545
812,0.6600000000016735
813,0.6599999999980355
814,0.6599999999998545
815,0.6599999999998545
816,0.6599999999998545
817,0.6600000000016735
818,0.6599999999998545
819,0.6599999999998545
820,0.6499999999996362
821,0.6399999999994179
822,0.6499999999996362
823,0.6500000000014552
824,0.6399999999994179
825,0.6500000000014552
826,0.6499999999978172
827,0.6400000000012369
828,0.6499999999996362
829,0.6499999999996362
830,0.6299999999991996
831,0.6400000000012369
832,0.6299999999991996
833,0.6300000000010186
834,0.6399999999994179
835,0.6299999999991996
836,0.6400000000012369
837,0.6299999999991996
838,0.6300000000010186
839,0.6399999999994179
840,0.6200000000008004
841,0.6199999999989814
842,0.6200000000008004
843,0.6199999999989814
844,0.6200000000008004
845,0.6199999999989814
846,0.6200000000008004
847,0.6199999999989814
848,0.6200000000008004
849,0.6200000000008004
850,0.6099999999987631
851,0.6100000000005821
852,0.6000000000003638
853,0.6099999999987631
854,0.6100000000005821
855,0.6100000000005821
856,0.6000000000003638
857,0.6099999999987631
858,0.6100000000005821
859,0.6000000000003638
860,0.6000000000003638
861,0.5899999999983265
862,0.6000000000003638
863,0.5900000000019645
864,0.5999999999985448
865,0.5900000000001455
866,0.5900000000001455
867,0.6000000000003638
868,0.5900000000001455
869,0.5999999999985448
870,0.5799999999999272
871,0.5799999999999272
872,0.5900000000001455
873,0.5799999999999272
874,0.5799999999999272
875,0.5799999999999272
876,0.5900000000001455
877,0.5799999999999272
878,0.5799999999999272
879,0.5799999999999272
880,0.570000000001528
881,0.569999999999709
882,0.5799999999999272
883,0.569999999999709
884,0.570000000001528
885,0.56999999999789
886,0.569999999999709
887,0.570000000001528
888,0.569999999999709
889,0.569999999999709
890,0.5599999999994907
891,0.5600000000013097
892,0.5599999999994907
893,0.5499999999992724
894,0.5599999999994907
895,0.5600000000013097
896,0.5599999999994907
897,0.5599999999994907
898,0.5600000000013097
899,0.5599999999994907
900,0.5399999999990541
901,0.5500000000010914
902,0.5499999999992724
903,0.5400000000008731
904,0.5500000000010914
905,0.5499999999992724
906,0.5399999999990541
907,0.5499999999992724
908,0.5400000000008731
909,0.5499999999992724
910,0.5400000000008731
911,0.5300000000006548
912,0.5300000000006548
913,0.5399999999990541
914,0.5299999999988358
915,0.5400000000008731
916,0.5299999999988358
917,0.5400000000008731
918,0.5300000000006548
919,0.5299999999988358
920,0.5300000000006548
921,0.5200000000004366
922,0.5199999999986176
923,0.5200000000004366
924,0.5200000000004366
925,0.5200000000004366
926,0.5299999999988358
927,0.5200000000022555
928,0.5199999999986176
929,0.5200000000004366
930,0.5100000000002183
931,0.5099999999983993
932,0.5100000000002183
933,0.5100000000020373
934,0.5099999999983993
935,0.5100000000002183
936,0.5100000000002183
937,0.5100000000002183
938,0.5100000000002183
939,0.5099999999983993
940,0.4900000000016007
941,0.5
942,0.5
943,0.4899999999997817
944,0.5
945,0.5
946,0.4899999999997817
947,0.5
948,0.5
949,0.4899999999997817
950,0.4899999999997817
951,0.47999999999956344
952,0.4899999999997817
953,0.48000000000138243
954,0.47999999999956344
955,0.4899999999997817
956,0.47999999999956344
957,0.4899999999997817
958,0.48000000000138243
959,0.4899999999997817
960,0.46999999999934516
961,0.46999999999934516
962,0.47000000000116415
963,0.47000000000116415
964,0.46999999999934516
965,0.46999999999934516
966,0.46999999999934516
967,0.47000000000116415
968,0.46999999999934516
969,0.46999999999934516
970,0.47000000000116415
971,0.4600000000009459
972,0.4599999999991269
973,0.4600000000009459
974,0.4599999999991269
975,0.4599999999991269
976,0.4500000000007276
977,0.4600000000009459
978,0.56999999999789
979,0.6900000000005093
980,0.680000000000291
981,0.680000000000291
982,0.6899999999986903
983,0.680000000000291
984,0.68000000000211
985,0.679999999998472
986,0.6900000000005093
987,0.680000000000291
988,0.679999999998472
989,0.680000000000291
990,0.6700000000018917
991,0.6700000000000728
992,0.6699999999982538
993,0.680000000000291
994,0.6700000000000728
995,0.6700000000000728
996,0.6700000000000728
997,0.6700000000000728
998,0.6700000000000728
999,0.6700000000000728
1000,0.6599999999998545
1001,0.6599999999998545
1002,0.6599999999998545
1003,0.6599999999998545
1004,0.6599999999998545
1005,0.6600000000016735
1006,0.6599999999980355
1007,0.6499999999996362
1008,0.6600000000016735
1009,0.6599999999998545
1010,0.6499999999996362
1011,0.6499999999996362
1012,0.6399999999994179
1013,0.6500000000014552
1014,0.6499999999996362
1015,0.6499999999996362
1016,0.6399999999994179
1017,0.6499999999996362
1018,0.6500000000014552
1019,0.6499999999996362
1020,0.6299999999991996
1021,0.6400000000012369
1022,0.6299999999991996
1023,0.6399999999994179
1024,0.6300000000010186
1025,0.6400000000012369
1026,0.6399999999975989
1027,0.6300000000010186
1028,0.6399999999994179
1029,0.6300000000010186
1030,0.6299999999991996
1031,0.6200000000008004
1032,0.6199999999989814
1033,0.6300000000010186
1034,0.6199999999989814
1035,0.6200000000008004
1036,0.6299999999991996
1037,0.6200000000008004
1038,0.6199999999989814
1039,0.6300000000010186
1040,0.6099999999987631
1041,0.6100000000024011
1042,0.6099999999987631
1043,0.6099999999987631
1044,0.6100000000024011
1045,0.6099999999987631
1046,0.6100000000005821
1047,0.6199999999989814
1048,0.6100000000005821
1049,0.6099999999987631
1050,0.6000000000003638
1051,0.6000000000003638
1052,0.6000000000003638
1053,0.6000000000003638
1054,0.5999999999985448
1055,0.6000000000003638
1056,0.6000000000003638
1057,0.6000000000003638
1058,0.6000000000003638
1059,0.5999999999985448
1060,0.5900000000001455
1061,0.5900000000001455
1062,0.5900000000001455
1063,0.5900000000019645
1064,0.5899999999983265
1065,0.5900000000001455
1066,0.5900000000001455
1067,0.5799999999999272
1068,0.5900000000001455
1069,0.5900000000001455
1070,0.5799999999999272
1071,0.5799999999999272
1072,0.5799999999999272
1073,0.5799999999999272
1074,0.5799999999999272
1075,0.5799999999999272
1076,0.5799999999999272
1077,0.569999999999709
1078,0.5799999999999272
1079,0.5799999999999272
1080,0.569999999999709
1081,0.570000000001528
1082,0.569999999999709
1083,0.569999999999709
1084,0.5599999999994907
1085,0.569999999999709
1086,0.570000000001528
1087,0.569999999999709
1088,0.569999999999709
1089,0.5600000000013097
1090,0.5599999999976717
1091,0.5600000000013097
1092,0.5599999999994907
1093,0.5499999999992724
1094,0.5600000000013097
1095,0.5599999999994907
1096,0.5599999999994907
1097,0.5500000000010914
1098,0.5599999999994907
1099,0.5600000000013097
1100,0.5399999999990541
1101,0.5499999999992724
1102,0.5499999999992724
1103,0.5400000000008731
1104,0.5499999999992724
1105,0.5500000000010914
1106,0.5399999999990541
1107,0.5500000000010914
1108,0.5399999999990541
1109,0.5500000000010914
1110,0.5400000000008731
1111,0.5299999999988358
1112,0.5399999999990541
1113,0.5300000000006548
1114,0.5399999999990541
1115,0.5300000000024738
1116,0.5399999999990541
1117,0.5299999999988358
1118,0.5400000000008731
1119,0.5399999999990541
1120,0.5200000000004366
1121,0.5200000000004366
1122,0.5299999999988358
1123,0.5200000000004366
1124,0.5300000000006548
1125,0.5200000000004366
1126,0.5299999999988358
1127,0.5200000000004366
1128,0.5200000000004366
1129,0.5299999999988358
1130,0.5200000000004366
1131,0.5100000000002183
1132,0.5200000000004366
1133,0.5100000000002183
1134,0.5199999999986176
1135,0.5100000000002183
1136,0.5100000000002183
1137,0.43000000000029104
1138,0.3500000000003638
1139,0.3500000000003638
1140,0.3499999999985448
1141,0.3400000000001455
1142,0.3400000000001455
1143,0.3500000000021828
1144,0.33999999999832653
1145,0.3400000000001455
1146,0.3400000000001455
1147,0.3500000000003638
1148,0.3400000000001455
1149,0.3400000000001455
1150,0.33999999999832653
1151,0.32999999999992724
1152,0.33000000000174623
1153,0.32999999999992724
1154,0.33999999999832653
1155,0.33000000000174623
1156,0.32999999999992724
1157,0.33999999999832653
1158,0.33000000000174623
1159,0.32999999999992724
1160,0.32999999999992724
1161,0.31999999999970896
1162,0.31999999999970896
1163,0.31999999999970896
1164,0.33000000000174623
1165,0.31999999999789
1166,0.31999999999970896
1167,0.32999999999992724
1168,0.32000000000152795
1169,0.31999999999970896
1170,0.31999999999970896
1171,0.3099999999994907
1172,0.3100000000013097
1173,0.3099999999994907
1174,0.31999999999970896
1175,0.3099999999994907
1176,0.3100000000013097
1177,0.31999999999970896
1178,0.3099999999994907
1179,0.3099999999994907
1180,0.3100000000013097
1181,0.2999999999992724
1182,0.2999999999992724
1183,0.3100000000013097
1184,0.2999999999992724
1185,0.2999999999992724
1186,0.3100000000013097
1187,0.2999999999992724
1188,0.2999999999992724
1189,0.3000000000010914
1190,0.2999999999992724
1191,0.2900000000008731
1192,0.2899999999990541
1193,0.3000000000010914
1194,0.2899999999990541
1195,0.2900000000008731
1196,0.3000000000010914
1197,0.2899999999990541
1198,0.2899999999990541
1199,0.3000000000010914
1200,0.27999999999883585
1201,0.28000000000065484
1202,0.28000000000065484
1203,0.2899999999990541
1204,0.28000000000065484
1205,0.27999999999883585
1206,0.2900000000008731
1207,0.27999999999883585
1208,0.2800000000024738
1209,0.2899999999990541
1210,0.26999999999861757
1211,0.27000000000225555
1212,0.26999999999861757
1213,0.28000000000065484
1214,0.26999999999861757
1215,0.27000000000043656
1216,0.28000000000065484
1217,0.26999999999861757
1218,0.27000000000043656
1219,0.28000000000065484
1220,0.2600000000002183
1221,0.2600000000002183
1222,0.2600000000002183
1223,0.26999999999861757
1224,0.26000000000203727
1225,0.2599999999983993
1226,0.2600000000002183
1227,0.27000000000043656
1228,0.2600000000002183
1229,0.2599999999983993
1230,0.2600000000002183
1231,0.25
1232,0.25
1233,0.25
1234,0.2600000000002183
1235,0.25
1236,0.25
1237,0.25
1238,0.2600000000002183
1239,0.25
1240,0.23999999999978172
1241,0.23999999999978172
1242,0.23999999999978172
1243,0.2400000000016007
1244,0.23999999999978172
1245,0.23999999999978172
1246,0.23999999999978172
1247,0.23000000000138243
1248,0.23999999999796273
1249,0.23999999999978172
1250,0.23000000000138243
1251,0.22999999999956344
1252,0.21999999999934516
1253,0.22999999999956344
1254,0.22000000000116415
1255,0.22999999999956344
1256,0.21999999999934516
1257,0.23000000000138243
1258,0.21999999999934516
1259,0.22999999999956344
1260,0.21000000000094587
1261,0.20999999999912689
1262,0.21000000000094587
1263,0.21999999999934516
1264,0.21000000000094587
1265,0.20999999999912689
1266,0.21000000000094587
1267,0.20999999999912689
1268,0.20999999999912689
1269,0.21000000000094587
1270,0.2000000000007276
1271,0.2000000000007276
1272,0.1999999999989086
1273,0.18999999999869033
1274,0.2000000000007276
1275,0.2000000000007276
1276,0.1999999999989086
1277,0.19000000000050932
